#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Sep 28 11:28:10 EDT 2019,84,84,Assignment2Suite,ContainsTest0+ ContainsTest1+ EmptyTest0+ FindMinMaxTest0+ FindMinMaxTest1+ FindMinMaxTest2+ HeightTest+ InsertAfterRemoveTest1+ InsertAfterRemoveTest2+ InsertTest0+ InsertTest1+ InsertTest2+ RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3+ RemoveTest4+ RemoveTest5+ SizeTest0+ SizeTest1+ SizeTest2+ , ,EmptyTest1- InsertAfterRemoveTest0- RemoveTest6- RemoveTest7- , ,
1,Sat Sep 28 11:29:54 EDT 2019,80,-4,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 HeightTest- InsertAfterRemoveTest0 RemoveTest6 RemoveTest7 , ,
2,Sat Sep 28 11:30:28 EDT 2019,84,4,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest+ InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 InsertAfterRemoveTest0 RemoveTest6 RemoveTest7 , ,
3,Sat Sep 28 11:39:33 EDT 2019,84,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 InsertAfterRemoveTest0 RemoveTest6 RemoveTest7 , ,
4,Sat Sep 28 11:41:08 EDT 2019,92,8,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6+ RemoveTest7+ SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 InsertAfterRemoveTest0 , ,
5,Sat Sep 28 11:42:26 EDT 2019,96,4,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0+ InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 , ,
6,Sat Sep 28 11:44:51 EDT 2019,96,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 , ,
7,Sat Sep 28 11:45:39 EDT 2019,96,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 , ,
8,Sat Sep 28 11:46:53 EDT 2019,96,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 , ,
9,Sat Sep 28 11:47:54 EDT 2019,96,0,Assignment2Suite,ContainsTest0 ContainsTest1 EmptyTest0 FindMinMaxTest0 FindMinMaxTest1 FindMinMaxTest2 HeightTest InsertAfterRemoveTest0 InsertAfterRemoveTest1 InsertAfterRemoveTest2 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 RemoveTest4 RemoveTest5 RemoveTest6 RemoveTest7 SizeTest0 SizeTest1 SizeTest2 , ,EmptyTest1 , ,
