#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sat Oct 12 22:02:40 EDT 2019,16,16,Assignment3Suite,BuildTest2+ BuildTest3+ GetMinTest2+ , ,BuildTest1- DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EverythingTest- GetMinTest1- GetMinTest3- InsertTest1- InsertTest2- InsertTest3- SizeTest1- SizeTest2- SizeTest3- SizeTest4- , ,
1,Sat Oct 12 22:03:56 EDT 2019,5,-11,Assignment3Suite,BuildTest2 , ,BuildTest1 BuildTest3- DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2- GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
2,Sat Oct 12 22:05:18 EDT 2019,5,0,Assignment3Suite,BuildTest2 , ,BuildTest1 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
3,Sat Oct 12 22:10:35 EDT 2019,66,61,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3+ DelMinTest2+ DelMinTest3+ GetMinTest1+ GetMinTest3+ InsertTest2+ SizeTest1+ SizeTest2+ SizeTest3+ SizeTest4+ , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest2 InsertTest1 InsertTest3 , ,
4,Sat Oct 12 22:12:02 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest3 InsertTest2 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest2 InsertTest1 InsertTest3 , ,
5,Sat Oct 12 22:13:33 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest3 InsertTest2 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest2 InsertTest1 InsertTest3 , ,
6,Sat Oct 12 22:17:42 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest3 InsertTest2 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest2 InsertTest1 InsertTest3 , ,
7,Sat Oct 12 22:20:50 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest3 InsertTest2 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest2 InsertTest1 InsertTest3 , ,
8,Sat Oct 12 22:43:26 EDT 2019,66,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest3 InsertTest2 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1 DelMinTest4 EverythingTest GetMinTest2 InsertTest1 InsertTest3 , ,
9,Sat Oct 12 22:44:43 EDT 2019,100,34,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2 DelMinTest3 DelMinTest4+ EverythingTest+ GetMinTest1 GetMinTest2+ GetMinTest3 InsertTest1+ InsertTest2 InsertTest3+ SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
10,Sat Oct 12 22:45:45 EDT 2019,66,-34,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest2 DelMinTest3 GetMinTest1 GetMinTest3 InsertTest2 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest1- DelMinTest4- EverythingTest- GetMinTest2- InsertTest1- InsertTest3- , ,
11,Sat Oct 12 22:48:21 EDT 2019,100,34,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest2 DelMinTest3 DelMinTest4+ EverythingTest+ GetMinTest1 GetMinTest2+ GetMinTest3 InsertTest1+ InsertTest2 InsertTest3+ SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
12,Sat Oct 12 22:48:43 EDT 2019,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
