#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Tue Nov 19 14:55:38 EST 2019,44,44,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddNodeTest1+ AddNodeTest2+ DelEdgeTest1+ DelNodeTest1+ , ,AddEdgeTest4- AddNodeTest0- DelEdgeTest0- DelEdgeTest2- DelNodeTest0- DelNodeTest2- NumEdgeTest0- NumEdgeTest1- NumNodeTest0- NumNodeTest1- , ,
1,Tue Nov 19 15:41:35 EST 2019,44,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 , ,AddEdgeTest4 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
2,Tue Nov 19 16:10:03 EST 2019,44,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 , ,AddEdgeTest4 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
3,Tue Nov 19 16:13:03 EST 2019,44,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 , ,AddEdgeTest4 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
4,Tue Nov 19 16:15:32 EST 2019,44,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddNodeTest1 AddNodeTest2 DelEdgeTest1 DelNodeTest1 , ,AddEdgeTest4 AddNodeTest0 DelEdgeTest0 DelEdgeTest2 DelNodeTest0 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
5,Tue Nov 19 16:16:03 EST 2019,0,-44,Assignment5Suite, , ,AddEdgeTest0- AddEdgeTest1- AddEdgeTest2- AddEdgeTest3- AddEdgeTest4 AddNodeTest0 AddNodeTest1- AddNodeTest2- DelEdgeTest0 DelEdgeTest1- DelEdgeTest2 DelNodeTest0 DelNodeTest1- DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,
6,Tue Nov 19 16:16:45 EST 2019,94,94,Assignment5Suite,AddEdgeTest0+ AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ DelEdgeTest0+ DelEdgeTest1+ DelEdgeTest2+ DelNodeTest0+ DelNodeTest1+ DelNodeTest2+ NumEdgeTest0+ NumEdgeTest1+ NumNodeTest0+ NumNodeTest1+ , ,AddNodeTest2 , ,
7,Tue Nov 19 16:17:12 EST 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddNodeTest2 , ,
8,Tue Nov 19 16:19:25 EST 2019,94,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,AddNodeTest2 , ,
9,Tue Nov 19 16:19:56 EST 2019,100,6,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2+ DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
10,Tue Nov 19 16:21:36 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
11,Wed Nov 20 10:36:20 EST 2019,100,0,Assignment5Suite,AddEdgeTest0 AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 AddNodeTest2 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , , , ,
